1584,32,0.999893
1592,32,0.999973
1600,32,0.988638
1584,40,0.999705
1592,40,0.999871
40,48,0.845336
48,48,0.999171
56,48,0.972228
1584,48,0.933171
1592,48,0.934753
48,56,0.99765
56,56,0.999968
64,56,0.985543
56,64,0.971127
64,64,0.996889
72,64,0.858159
584,64,0.833439
72,72,0.866678
896,688,0.985565
904,688,0.851017
888,696,0.827014
896,696,0.995333
904,696,0.874295
1584,32,0.999893
1592,32,0.999973
1600,32,0.988638
1584,40,0.999705
1592,40,0.999871
40,48,0.845336
48,48,0.999171
56,48,0.972228
1584,48,0.933171
1592,48,0.934753
48,56,0.99765
56,56,0.999968
64,56,0.985543
56,64,0.971127
64,64,0.996889
72,64,0.858159
584,64,0.833439
72,72,0.866678
896,688,0.985565
904,688,0.851017
888,696,0.827014
896,696,0.995333
904,696,0.874295
976,528,0.996847
968,536,0.980107
976,536,0.99998
984,536,0.995819
976,544,0.998903
984,544,0.986977
680,552,0.962148
1288,552,0.966697
1296,552,0.992642
1288,560,0.980769
1296,560,0.998779
1296,568,0.900254
944,576,0.990139
952,576,0.995116
944,584,0.996712
952,584,0.996434
944,592,0.828485
1536,208,0.946752
1544,208,0.809669
1528,216,0.870716
1536,216,0.999593
1544,216,0.997715
1536,224,0.987339
1544,224,0.986311
760,232,0.895273
768,232,0.908324
1240,232,0.997018
1248,232,0.998725
864,240,0.804483
1232,240,0.973584
1240,240,0.999953
1248,240,0.996963
1232,248,0.973952
1240,248,0.988237
1496,296,0.974385
1504,296,0.988534
1496,304,0.999196
1504,304,0.99992
1512,304,0.931533
1496,312,0.86819
1504,312,0.944693
1280,384,0.904675
1280,392,0.982467
160,856,0.802481
168,856,0.977238
160,864,0.999854
168,864,0.999995
176,864,0.99986
184,864,0.950634
160,872,0.993716
168,872,0.999885
176,872,0.99848
1456,480,0.858623
976,528,0.941598
968,536,0.901592
976,536,0.999643
984,536,0.920817
680,544,0.877872
976,544,0.964358
672,552,0.97856
680,552,0.998082
1288,552,0.911904
1296,552,0.923275
672,560,0.988046
680,560,0.993744
1288,560,0.995996
1296,560,0.998998
1288,568,0.977706
1296,568,0.994297
944,576,0.949573
944,584,0.997512
952,584,0.960662
944,592,0.964538
1584,32,0.958449
1592,32,0.999866
1600,32,0.999673
1584,40,0.978633
1592,40,0.996722
1600,40,0.850863
40,48,0.961335
48,48,0.999949
56,48,0.992543
40,56,0.812611
48,56,0.999968
56,56,0.999997
64,56,0.997987
56,64,0.995299
64,64,0.994911
1312,120,0.976395
1320,120,0.974308
160,856,0.964494
168,856,0.979228
152,864,0.996696
160,864,0.999999
168,864,1
176,864,0.999946
184,864,0.829023
152,872,0.98478
160,872,0.999995
168,872,0.999999
176,872,0.999746
168,880,0.834333
1528,208,0.994239
1536,208,0.975863
1528,216,0.999828
1536,216,0.999958
1544,216,0.951419
1240,224,0.966498
1528,224,0.982815
1536,224,0.998245
760,232,0.977777
768,232,0.991809
1232,232,0.93846
1240,232,0.999977
1248,232,0.997386
760,240,0.938017
864,240,0.980737
872,240,0.990895
1232,240,0.971188
1240,240,0.999963
1248,240,0.949197
864,248,0.942167
872,248,0.83617
1240,248,0.928966
1488,296,0.949474
1496,296,0.999773
1504,296,0.996139
1488,304,0.951401
1496,304,0.999887
1504,304,0.999708
888,688,0.891183
896,688,0.998716
888,696,0.994965
896,696,0.999642
904,696,0.810555
888,704,0.893953
