6880,272,0.983777
872,368,0.994758
880,368,0.952435
2288,368,0.986482
2296,368,0.96294
1760,400,0.997354
1768,400,0.986716
2048,400,0.930479
2064,400,0.963475
7048,664,0.974473
7056,664,0.81164
7208,696,0.917269
1744,704,0.979903
1752,704,0.82528
4592,768,0.927272
7384,1056,0.933504
7392,1056,0.831419
9568,1056,0.942081
9608,1056,0.999779
9616,1056,0.995948
4408,1064,0.992693
4312,1104,0.978472
1720,1168,0.889264
1728,1168,0.929586
9608,1192,0.857739
10824,1192,0.919428
10832,1192,0.862909
1752,1200,0.949091
1776,1200,0.99701
3944,1200,0.800432
1728,1232,0.948665
1752,1264,0.815067
9664,1384,0.903619
9704,1384,0.949013
9880,1384,0.952632
1840,1624,0.832472
1600,1744,0.940841
1608,1744,0.831615
2432,1744,0.901718
2440,1744,0.975731
2448,1744,0.938702
10304,1744,0.941725
10312,1744,0.805373
968,1872,0.971006
976,1872,0.99699
5912,1912,0.812874
10112,1912,0.997071
10120,1912,0.976974
8200,1952,0.877983
8208,1952,0.977218
9440,1992,0.961651
9448,1992,0.993061
9976,1992,0.813242
4328,2048,0.928686
4336,2048,0.961957
4344,2048,0.995635
4352,2048,0.997434
4360,2048,0.988062
1808,2112,0.989879
5632,2112,0.885741
5640,2112,0.997445
5648,2112,0.999879
5656,2112,0.999949
5664,2112,0.99802
5672,2112,0.958951
8848,2208,0.840855
4320,2344,0.868776
4328,2344,0.998218
4336,2344,0.999525
4344,2344,0.997199
4352,2344,0.878569
4376,2344,0.958948
4384,2344,0.994357
4392,2344,0.890492
10816,2344,0.877192
2464,2384,0.855836
2472,2384,0.983247
9056,2384,0.898235
9064,2384,0.821315
9112,2384,0.935593
9120,2384,0.851761
1600,2496,0.956542
2216,2496,0.820057
3816,2536,0.833824
3824,2536,0.959931
4416,2536,0.928912
4424,2536,0.849608
9912,2536,0.991327
9920,2536,0.851637
2328,2584,0.857629
2336,2584,0.972
2824,2584,0.825054
2872,2584,0.862523
2976,2584,0.985621
2984,2584,0.983622
2992,2584,0.922199
3336,2584,0.899835
3344,2584,0.981898
3352,2584,0.964705
3464,2584,0.909041
3728,2584,0.935082
4096,2584,0.94702
4248,2584,0.877484
4400,2584,0.822076
4408,2584,0.987575
4416,2584,0.99828
4424,2584,0.91839
5864,2584,0.800405
3864,2672,0.998868
4296,2672,0.806493
4304,2672,0.977299
4312,2672,0.934711
3120,2720,0.954617
3128,2720,0.979953
3136,2720,0.993872
3144,2720,0.925583
3568,2720,0.99179
3576,2720,0.902321
4104,2720,0.945546
4112,2720,0.832818
1240,2728,0.902069
1248,2728,0.993939
1256,2728,0.98256
3496,2776,0.870036
3504,2776,0.995947
3512,2776,0.997658
3520,2776,0.860049
1064,2784,0.923508
1072,2784,0.899503
4400,2872,0.989532
4408,2872,0.999977
4416,2872,0.999947
4424,2872,0.997396
968,2880,0.976835
3416,2880,0.99539
10032,2928,0.978825
2224,2936,0.991081
3816,2936,0.93553
3824,2936,0.963599
3856,2936,0.97671
3864,2936,0.999117
2344,3040,0.999316
2352,3040,0.982181
1944,3144,0.927139
1952,3144,0.928177
2128,3184,0.993658
2136,3184,0.999784
2144,3184,0.993457
2152,3184,0.962859
4168,3184,0.970065
4176,3184,0.800833
4504,3184,0.997041
1024,3376,0.865168
1784,3376,0.999282
1792,3376,0.816398
9800,3408,0.990624
9808,3408,0.997628
9816,3408,0.946985
976,3416,0.84033
992,3416,0.93068
1000,3416,0.990067
1008,3416,0.962481
1080,3416,0.899739
2160,3416,0.810184
2168,3416,0.938231
8408,3576,0.845235
8472,3576,0.990664
8512,3576,0.991247
8520,3576,0.989688
8584,3576,0.949721
8664,3616,0.932202
8672,3616,0.89571
11232,3640,0.997141
11240,3640,0.83928
1120,3648,0.957785
1184,3648,0.98291
1192,3648,0.998895
1200,3648,0.951594
4856,3648,0.97639
4864,3648,0.999936
4872,3648,0.999972
4880,3648,0.99947
7744,3648,0.814204
7752,3648,0.937988
10128,3712,0.844591
11352,3712,0.872397
3584,3720,0.933656
3592,3720,0.80673
3952,3720,0.800573
3960,3720,0.926248
3968,3720,0.98973
3976,3720,0.926668
7848,3720,0.866524
7856,3720,0.902839
1032,3776,0.902987
1040,3776,0.979193
1088,3776,0.920527
1096,3776,0.838102
1192,3832,0.951291
1200,3832,0.855679
6688,3832,0.937794
6696,3832,0.995738
6704,3832,0.984296
6712,3832,0.967098
11488,3944,0.875283
11496,3944,0.99988
11504,3944,0.999913
11512,3944,0.976794
1776,3952,0.997914
8656,3952,0.834511
8664,3952,0.828219
10200,3952,0.99542
10208,3952,0.991407
2008,4024,0.996654
2048,4024,0.982455
2200,4024,0.859563
2736,4024,0.856435
11480,4024,0.86221
2136,4064,0.954914
3776,4064,0.952021
11576,4064,0.97574
1504,4112,0.989257
1512,4112,0.999851
1520,4112,0.981295
1528,4112,0.921437
3856,4112,0.80751
10800,4112,0.907056
10808,4112,0.920771
11776,4112,0.885701
2192,4152,0.97696
2200,4152,0.99996
2208,4152,0.99989
2216,4152,0.975249
10768,4152,0.898467
656,4184,0.973005
664,4184,0.842783
752,4184,0.914505
760,4184,0.976616
768,4184,0.837817
7848,4184,0.990422
7856,4184,0.901913
11696,4184,0.915816
11704,4184,0.994361
11712,4184,0.928122
544,4232,0.930214
1216,4232,0.950311
1384,4232,0.999463
1392,4232,0.999714
1400,4232,0.865954
2352,4232,0.999766
2360,4232,0.911334
2896,4232,0.854901
4608,4232,0.980096
4616,4232,0.946464
4624,4232,0.937442
5232,4232,0.926402
5272,4232,0.99978
5280,4232,0.831655
360,4264,0.856032
1744,4264,0.99942
1752,4264,0.814306
